Checked,Protein FDR Confidence: Combined,Accession,Description,# Peptides,# PSMs,# Unique Peptides,Ensembl Gene ID,Gene Symbol,# Razor Peptides,Abundance Ratio: (PBS) / (NaCl),Abundance Ratio (log2): (PBS) / (NaCl),Abundance Ratio P-Value: (PBS) / (NaCl),Abundance Ratio Adj. P-Value: (PBS) / (NaCl),Abundance Ratio Variability [%]: (PBS) / (NaCl),Abundance Ratio Weight: (PBS) / (NaCl),Abundances (Grouped): NaCl,Abundances (Grouped): PBS,Abundances (Grouped) CV [%]: NaCl,Abundances (Grouped) CV [%]: PBS,Abundances (Grouped) Count: NaCl,Abundances (Grouped) Count: PBS,"Abundances (Scaled): F25: Sample, NaCl","Abundances (Scaled): F26: Sample, NaCl","Abundances (Scaled): F27: Sample, NaCl","Abundances (Scaled): F28: Sample, NaCl","Abundances (Scaled): F29: Sample, NaCl","Abundances (Scaled): F30: Sample, NaCl","Abundances (Scaled): F31: Sample, NaCl","Abundances (Scaled): F32: Sample, NaCl","Abundances (Scaled): F17: Sample, PBS","Abundances (Scaled): F18: Sample, PBS","Abundances (Scaled): F19: Sample, PBS","Abundances (Scaled): F20: Sample, PBS","Abundances (Scaled): F21: Sample, PBS","Abundances (Scaled): F22: Sample, PBS","Abundances (Scaled): F23: Sample, PBS","Abundances (Scaled): F24: Sample, PBS","Abundances (Normalized): F25: Sample, NaCl","Abundances (Normalized): F26: Sample, NaCl","Abundances (Normalized): F27: Sample, NaCl","Abundances (Normalized): F28: Sample, NaCl","Abundances (Normalized): F29: Sample, NaCl","Abundances (Normalized): F30: Sample, NaCl","Abundances (Normalized): F31: Sample, NaCl","Abundances (Normalized): F32: Sample, NaCl","Abundances (Normalized): F17: Sample, PBS","Abundances (Normalized): F18: Sample, PBS","Abundances (Normalized): F19: Sample, PBS","Abundances (Normalized): F20: Sample, PBS","Abundances (Normalized): F21: Sample, PBS","Abundances (Normalized): F22: Sample, PBS","Abundances (Normalized): F23: Sample, PBS","Abundances (Normalized): F24: Sample, PBS","Abundance: F25: Sample, NaCl","Abundance: F26: Sample, NaCl","Abundance: F27: Sample, NaCl","Abundance: F28: Sample, NaCl","Abundance: F29: Sample, NaCl","Abundance: F30: Sample, NaCl","Abundance: F31: Sample, NaCl","Abundance: F32: Sample, NaCl","Abundance: F17: Sample, PBS","Abundance: F18: Sample, PBS","Abundance: F19: Sample, PBS","Abundance: F20: Sample, PBS","Abundance: F21: Sample, PBS","Abundance: F22: Sample, PBS","Abundance: F23: Sample, PBS","Abundance: F24: Sample, PBS","Abundances Count: F25: Sample, NaCl","Abundances Count: F26: Sample, NaCl","Abundances Count: F27: Sample, NaCl","Abundances Count: F28: Sample, NaCl","Abundances Count: F29: Sample, NaCl","Abundances Count: F30: Sample, NaCl","Abundances Count: F31: Sample, NaCl","Abundances Count: F32: Sample, NaCl","Abundances Count: F17: Sample, PBS","Abundances Count: F18: Sample, PBS","Abundances Count: F19: Sample, PBS","Abundances Count: F20: Sample, PBS","Abundances Count: F21: Sample, PBS","Abundances Count: F22: Sample, PBS","Abundances Count: F23: Sample, PBS","Abundances Count: F24: Sample, PBS","Found in Sample: [S25] F25: Sample, NaCl","Found in Sample: [S26] F26: Sample, NaCl","Found in Sample: [S27] F27: Sample, NaCl","Found in Sample: [S28] F28: Sample, NaCl","Found in Sample: [S29] F29: Sample, NaCl","Found in Sample: [S30] F30: Sample, NaCl","Found in Sample: [S31] F31: Sample, NaCl","Found in Sample: [S32] F32: Sample, NaCl","Found in Sample: [S17] F17: Sample, PBS","Found in Sample: [S18] F18: Sample, PBS","Found in Sample: [S19] F19: Sample, PBS","Found in Sample: [S20] F20: Sample, PBS","Found in Sample: [S21] F21: Sample, PBS","Found in Sample: [S22] F22: Sample, PBS","Found in Sample: [S23] F23: Sample, PBS","Found in Sample: [S24] F24: Sample, PBS"
FALSE,High,Q9VVL0,Battenin OS=Drosophila melanogaster OX=7227 GN=Cln3 PE=2 SV=2,1,11,1,FBgn0036756,cln3,0,0.943,-0.08,0.821988892,0.93165421,62.02,18.7331226,94.8,105.2,25.19,55.84,8,5,149.8,101.7,84.5,127,168.3,173.2,100.4,138.3,50.7,36.8,158.3,,163.9,147,,,454854.8627,308709.4334,256436.6763,385657.4913,510908.6012,525850.25,304825.5055,419871.5494,153939.1454,111817.5974,480475.3855,,497416.0673,446107.2839,,,216771.8125,147729.8906,239891.8125,369954.8125,444094.8125,525850.25,194939.2344,150271.0625,62956.08594,49121.79297,207705.4063,,280602.3125,259376.0313,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,High,High,High,High,High,High,High,Peak Found,Peak Found,High,High,Not Found,High,High,Not Found,Not Found
FALSE,High,Q8IPG9,"Basigin, isoform A OS=Drosophila melanogaster OX=7227 GN=Bsg PE=1 SV=1",1,3,1,FBgn0261822,Bsg,0,0.875,-0.19,0.870309376,0.95605771,80.06,19.92865715,109.4,90.6,16.28,73.2,2,5,,,,,,223.3,,177.2,,,164.8,145.8,415.7,434.1,39.2,,,,,,,1168862.875,,927503.1622,,,862987.9654,763152.6608,2176190.433,2272361.283,205262.3081,,,,,,,1168862.875,,331951.25,,,373062.3281,375083.125,1227632.375,1321198,78835.39063,,,,,,,1,,1,,,1,1,1,1,1,,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,High,Not Found,Not Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Not Found
FALSE,High,Q9VQF7,Bacchus OS=Drosophila melanogaster OX=7227 GN=Bacc PE=2 SV=1,3,14,3,FBgn0031453,CG9894; Bacc,0,1.081,0.11,0.642373052,0.86115922,51.72,19.503075,96.5,103.5,26.03,52,8,8,71.1,72,62.3,79.3,91,84.5,120.1,124.9,124.3,78.9,74,97.8,180.7,216.2,67.9,54.9,491846.7564,497791.0648,431139.1223,548583.6086,629537.3327,584424.25,830420.5562,863723.0656,859620.0985,545805.0904,511959.4969,676408.0456,1249635.005,1495469.29,469274.184,379789.7338,234401.1719,238213.0625,403322.75,526247.125,547209.9375,584424.25,531063,309124.5,351556.5625,239773.75,221315.7188,332448.875,704944,869496.875,180234.8125,157230.3594,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,High,High,High,High,High,High,High,High,High,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found
FALSE,Low,A0A0B4KHW0,"Axin, isoform F OS=Drosophila melanogaster OX=7227 GN=Axn PE=4 SV=1",1,1,1,FBgn0026597,Axn,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
FALSE,High,Q9VEG5,"Autophagy-related 8b, isoform A OS=Drosophila melanogaster OX=7227 GN=Atg8b PE=2 SV=1",4,19,4,FBgn0038539,Atg8b,0,0.826,-0.28,0.590803369,0.837389252,94.85,24.00372433,86.4,113.6,14.48,22.79,8,8,86.2,90.4,82.9,85.8,66.4,72.4,96.1,105.4,113.7,114.1,112.6,121.5,170.5,81.3,95.2,105.4,13482215.01,14141809.8,12962093.24,13418663.36,10381261.9,11332890.12,15039279.25,16492218.72,17785153.35,17848085.36,17619666.8,19007313.52,26680035.03,12717152.35,14900138.51,16489262.23,6425267.539,6767425.254,12125800.75,12872300.42,9023658.141,11332890.12,9617783.055,5902527.176,7273547.219,7840715.363,7616831.5,9341935,15050739.25,7394016.25,5722717.682,6826442.098,4,4,4,4,4,4,4,4,3,3,1,1,3,2,4,4,High,High,High,High,High,High,High,High,Peak Found,High,Peak Found,High,High,High,High,High
FALSE,High,B7Z0R7,"Autophagy-related 16, isoform F OS=Drosophila melanogaster OX=7227 GN=Atg16 PE=1 SV=2",13,114,13,FBgn0039705,CG31033; Atg16,0,1.295,0.37,0.36972911,0.672274928,45.23,26.47669053,95,105,23.05,5.23,8,8,73.2,71.9,89.3,88.6,98.5,100.8,127.8,132.8,103.6,102.8,107.2,104.9,107.1,103.6,95.4,92.5,53273211.92,52326738.49,64958009.11,64449484.93,71681286.51,73352201.02,92975275.63,96582047.38,75362012.69,74793875.54,77956553.55,76279221.59,77907362.23,75360016.16,69426587.81,67284502.53,25388605.58,25040450.72,60767027.42,61825318.19,62307206.06,73352201.02,59458702.5,34566492.78,30820603.39,32857165.19,33699952.41,37490596.94,43949095.02,43815877.06,26664769.69,27855325.13,13,12,13,12,13,14,12,13,14,13,11,11,9,9,12,11,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,High,Q27268,ATP-dependent RNA helicase WM6 OS=Drosophila melanogaster OX=7227 GN=Hel25E PE=1 SV=1,1,3,1,FBgn0014189,Hel25E,0,0.483,-1.05,0.436138644,0.728915574,35.52,20.20939373,134.9,65.1,28.46,21.37,4,4,192.3,,364.6,301.5,226.3,,,,162,,114.2,99.7,,,139.3,,804289.489,,1524708.775,1260658.144,946495.1244,,,,677584.0249,,477422.8299,417136.6403,,,582620.2431,,383303.125,,1426337.125,1209328.375,822717.75,,,,277109.75,,206385.8125,205019.1563,,,223767.7969,,1,,1,1,1,,,,1,,1,1,,,1,,Peak Found,Not Found,High,Peak Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,High,Not Found,Not Found,High,Not Found
FALSE,High,Q9VHP0,ATP-dependent RNA helicase bel OS=Drosophila melanogaster OX=7227 GN=bel PE=1 SV=1,1,2,1,FBgn0263231,bel,0,0.865,-0.21,0.926963561,0.970420465,26.19,17.09159423,107.2,92.8,45.06,,6,1,,,411.8,333.2,152.7,209.3,170.8,158.6,,163.5,,,,,,,,,241131.2089,195089.3036,89427.95346,122558.1094,99982.17557,92861.65434,,95737.95785,,,,,,,,,225573.8281,187145.9219,77733.0625,122558.1094,63939.69141,33234.97266,,42057.96094,,,,,,,,,1,1,1,1,1,1,,1,,,,,,,Not Found,Not Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
FALSE,Low,Q23976,ATP-dependent DNA helicase 2 subunit 1 OS=Drosophila melanogaster OX=7227 GN=Irbp PE=2 SV=3,1,1,1,FBgn0011774,Irbp,0,0.924,-0.11,0.817744835,0.929977111,81.49,20.21305547,109.4,90.6,58.88,45.75,4,4,,34.5,,252.3,,223.3,,319.5,243.5,282.8,158.5,85.7,,,,,,172796.9348,,1264945.72,,1119739.5,,1601957.06,1220777.129,1417863.019,794932.1378,429959.5005,,,,,,82690.28906,,1213441.375,,1119739.5,,573336.75,499258,622871.3125,343642.375,211321.4844,,,,,,1,,1,,1,,1,1,1,1,1,,,,,Not Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found
FALSE,High,Q9VKY3,ATP-dependent Clp protease proteolytic subunit OS=Drosophila melanogaster OX=7227 GN=ClpP PE=1 SV=1,7,80,7,FBgn0032229,CG5045,0,1.022,0.03,0.835213045,0.939267314,138.34,26.91640482,101.3,98.7,30.22,46.55,8,8,102.5,99.9,156,154.3,83.3,83,79.9,83.9,101.2,95.7,83,80.2,42.2,41.9,158,155,128354441.8,125021544.9,195232721.1,193214535,104243475.1,103882650.2,99994468.95,105055077.9,126638946.5,119837733.2,103949965.7,100349579.6,52781484.64,52475913.74,197816859.4,194093551.3,61170336.46,59827841.84,182636633.7,185347487.5,90611092.52,103882650.2,63947553.16,37598970.93,51791195.64,52645061.72,44936682.5,49320975.8,29775086.94,30510585.09,75975806.44,80353406.41,10,10,10,9,9,9,10,9,10,10,7,7,4,5,7,7,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,Medium,Q9V9T4,ATP-dependent chromatin assembly factor large subunit OS=Drosophila melanogaster OX=7227 GN=Acf PE=1 SV=1,1,1,1,FBgn0027620,Acf1; Acf,0,3.156,1.66,0.012102806,0.044789217,26.55,21.67040116,51.2,148.8,20.14,15.44,8,6,45.7,40.7,72.3,66.4,60.8,52,66.9,71,192.5,177.3,227.3,212.6,,,159.3,155.1,1214142.907,1081204.825,1922261.19,1767000.584,1616607.728,1382711.625,1780411.005,1888088.229,5120336.19,4716223.312,6045425.916,5653355.479,,,4237253.991,4124998.213,578628.4375,517400.0313,1798240.125,1695054.25,1405196.75,1382711.625,1138592.25,675742.4375,2094050.375,2071850.5,2613386,2778576.75,,,1627408.25,1707721.125,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,High
FALSE,High,Q9VVW8,ATP-dependent (S)-NAD(P)H-hydrate dehydratase OS=Drosophila melanogaster OX=7227 GN=Naxd PE=2 SV=1,5,43,5,FBgn0036848,CG10424,0,0.558,-0.84,0.324234054,0.616449995,54.16,22.76655806,122.5,77.5,5.71,43.72,8,8,123.7,124.6,114.6,120.2,130.5,125.5,123.7,138.8,83.9,84,119.6,109.7,29.1,30.5,73.5,68.3,7160105.358,7212362.956,6632947.913,6957729.327,7555308.474,7268580.781,7163109.986,8038086.641,4858313.808,4865375.158,6924969.335,6350278.753,1683146.22,1764307.466,4255989.702,3956105.56,3412317.078,3451406,6205001.25,6674433.938,6567267.203,7268580.781,4580886.938,2876812.734,1986891.773,2137373.336,2993605.109,3121108.688,949496.3125,1025804.969,1634604.102,1637800.719,5,5,5,5,5,5,5,6,6,5,4,4,2,2,5,5,High,High,High,High,High,High,High,High,Peak Found,High,High,High,Peak Found,High,High,Peak Found
FALSE,High,E2QCF1,ATP-citrate synthase OS=Drosophila melanogaster OX=7227 GN=ATPCL PE=1 SV=1,17,92,17,FBgn0020236,ATPCL,0,0.527,-0.92,0.14745055,0.353424304,89.19,23.49328853,171.4,28.6,24.61,102.63,8,8,146.3,137.3,142.4,146.4,163.6,236.1,111.8,128.5,129.1,128.6,19.4,22,25.5,24.9,23.2,14.8,15688620.04,14730261.58,15275105.34,15699977.78,17544038.91,25320899.34,11996058.24,13784752.89,13841937,13789965.02,2082872.583,2359864.76,2736423.361,2675017.407,2489926.477,1591000.316,7476781.891,7049023.115,14289581.19,15060727.38,15249726.96,25320899.34,7671610.043,4933531.377,5660900.438,6057971.395,900408.0313,1159853.715,1543670.93,1555310.625,956309.6523,658663.2793,13,13,13,12,14,17,13,13,12,12,2,5,3,4,6,6,High,High,High,High,High,High,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found
FALSE,High,Q6NN09,ATPase protein 9 OS=Drosophila melanogaster OX=7227 GN=ATPsynC PE=2 SV=1,1,8,1,FBgn0039830,CG1746; ATPsynC,0,0.766,-0.38,0.951862895,0.97926054,77.11,20.1989499,108,92,27.11,61.68,7,4,112,136,180.8,191.5,211.4,128.4,108,,198.7,208.9,,,,,56.8,67.4,766211.3583,929933.786,1236612.974,1309698.529,1445700.276,877914.7188,738455.9641,,1358585.04,1428306.18,,,,,388462.5993,461194.3056,365156.0938,445010.75,1156828.781,1256372,1256639.625,877914.7188,472250.6406,,555616.9375,627459.0234,,,,,149197.3906,190931.2969,1,1,1,1,1,1,1,,1,1,,,,,1,1,Peak Found,Peak Found,High,High,High,High,High,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,Peak Found,High
FALSE,Low,Q9VHG4,ATPase H(+)-transporting accessory protein 2 OS=Drosophila melanogaster OX=7227 GN=ATP6AP2 PE=1 SV=1,1,2,1,FBgn0037671,VhaM8.9,0,2.009,1.01,0.102869828,0.274500014,22.31,21.23662394,64.5,135.5,16.59,14.74,6,7,,,91.5,90.7,63.6,62.8,86.7,77.3,123.5,,183,172.1,187.1,172.7,143,146.1,,,1636480.74,1622482.414,1137799.397,1123527.25,1551346.498,1383964.165,2209651.125,,3273624.692,3079341.771,3348243.087,3090027.966,2558174.451,2613207.606,,,1530897.75,1556420.375,989004.3125,1123527.25,992103,495317.5938,903675.1875,,1415160,1513470.625,1888810.625,1796606.375,982521.75,1081850.125,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High
FALSE,High,Q9VZ72,"ATP synthase-coupling factor 6, mitochondrial OS=Drosophila melanogaster OX=7227 GN=ATPsynCF6L PE=2 SV=1",8,85,8,FBgn0035585,CG12027; ATPsynCF6L,0,0.736,-0.44,0.081912299,0.2275591,124.66,27.43600043,151.9,48.1,13.11,67.12,8,8,147.7,145.7,167.5,169.5,157.2,146.8,125.4,114,105.3,105.2,42.8,39.5,15.2,11.1,50.7,56.5,216056092.2,213170072.4,245065657.1,247963602.7,229964407.3,214735211.8,183433365,166776013.1,153993162.9,153858205.7,62545939.79,57748108.6,22200280.48,16179383.56,74231986.83,82590763.02,102966626.4,102010460.6,229254432.4,237867357,199890939.6,214735211.8,117307636.9,59688751.78,62978177.31,67590353.41,27038075.67,28382710.5,12523620.47,9407029.313,28510386.22,34192012.57,9,9,9,9,9,9,9,9,8,8,7,8,3,3,7,8,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,High,D1Z3A2,"ATP synthase-coupling factor 6, mitochondrial OS=Drosophila melanogaster OX=7227 GN=ATPsynCF6 PE=1 SV=1",2,6,2,FBgn0016119,ATPsyn-Cf6; ATPsynCF6,0,2.89,1.53,0.022634388,0.077277,45.87,20.95327167,49.8,150.2,24.94,29.79,8,8,67.9,59.3,46.5,47.8,32.5,43.4,71.8,61.3,55.3,120.1,133.2,151.4,171.2,169.9,189.3,179.1,1242675.325,1084986.148,851600.0225,875058.3129,594205.9537,794890.9922,1314594.621,1121741.387,1012105.449,2198411.262,2437883.282,2770953.81,3133866.794,3110166.673,3465945.749,3278684.904,592226.2344,519209.5469,796656.2188,839428.875,516499,794890.9922,840697.5938,401468.6641,413918.0938,965768.4063,1053876.125,1361900.531,1767876.688,1808315.438,1331170.781,1357353.188,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High
FALSE,High,Q9VH24,"ATP synthase, epsilon subunit-like, isoform A OS=Drosophila melanogaster OX=7227 GN=ATPsynepsilonL PE=2 SV=1",1,14,1,FBgn0051477,CG31477; ATPsynepsilonL,0,1.537,0.62,0.271306091,0.54698119,43.78,23.54371646,79.3,120.7,14.4,61.33,8,8,90,91.7,106.9,100.4,71.5,73.2,83.8,79.5,166.8,171.8,108.6,111.2,4.8,12.1,170.6,157.2,9372016.5,9552990.502,11136769.68,10462695.86,7448686.893,7628761,8735679.832,8288006.563,17374628.62,17897787.15,11310990.26,11587218.29,496081.1893,1257760.195,17771346.04,16378046.4,4466455.5,4571490.5,10418244,10036690,6474589,7628761,5586562.5,2966258.5,7105656,7862549.5,4889644.5,5695020.5,279849.2813,731287.875,6825466.5,6780399.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,High,High,High,High,High,High,High,High,High,High,High,High,Peak Found,Peak Found,High,High
FALSE,High,Q9W2X6,"ATP synthase, delta subunit, isoform A OS=Drosophila melanogaster OX=7227 GN=ATPsyndelta PE=1 SV=1",9,159,9,FBgn0028342,l(1)G0230; ATPsyndelta,0,1.456,0.54,0.149341681,0.35491984,72.94,27.17453255,85.3,114.7,26.43,18.71,8,8,55.2,52,81.6,78.3,92.5,90.6,113.5,107.8,110.5,108.9,121,120.8,87.5,89.7,144.4,145.4,66342248.15,62474067.03,98011935.93,94063033.95,111101107,108848289,136374849.5,129553211.3,132751608.1,130854632,145403333.8,145135188.5,105164669.3,107802823.1,173481167.5,174658972.8,31616963.02,29896355.89,91688370.38,90233102.87,96571921.41,108848289,87213203.17,46366796.58,54291074.75,57484817.16,62856619.55,71332726.53,59325484.95,62678798.18,66629162.15,72307623.47,9,9,9,9,9,9,9,9,9,9,9,9,6,6,9,9,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,High,Q9VLY0,ATP synthase subunit OS=Drosophila melanogaster OX=7227 GN=ATPsynGL PE=2 SV=3,3,27,3,FBgn0031941,CG7211; ATPsynGL,0,0.578,-0.79,0.004176479,0.017145547,100.44,26.978819,102.2,97.8,14.36,13.27,8,8,107.6,110.9,72.3,106.8,88.3,85.8,109.6,99.5,92,91.1,122.3,120.4,105.7,107.3,91.3,89,123911749.7,127737918.1,83294900.91,122948451.1,101606873.5,98755252.5,126174749.9,114564236.2,105953258.9,104940251,140782134.5,138609163.4,121739769.6,123589567.2,105071392.2,102452822.6,59053066.75,61127735.75,77920853.75,117942402.8,88319291,98755252.5,80690128.25,41002276.81,43331424.59,46100554.86,60858914.56,68125240,68675829.19,71857538.75,40354921.13,42414769.75,4,4,3,4,4,4,4,4,4,4,2,1,2,2,2,2,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,High,Q9VKM3,ATP synthase subunit OS=Drosophila melanogaster OX=7227 GN=ATPsynG PE=1 SV=1,1,14,1,FBgn0010612,l(2)06225; ATPsynG,0,1.56,0.64,0.287075803,0.563776134,23.97,23.33945296,77.7,122.3,14.87,19.98,8,8,68.1,66.7,94.5,92.8,69.6,71.2,89.9,81.8,107.3,107.1,146,139.1,76.8,148.7,123,117.4,6763124.002,6628400.588,9386152.822,9212469.857,6910102.291,7070579.5,8927934.568,8121414.267,10652498.03,10637205.39,14500348.88,13808682.49,7630332.826,14768201.88,12216297.51,11653886.44,3223126.25,3171956.5,8780574,8837369,6006437.5,7070579.5,5709511.5,2906635.5,4356524,4672955,6268377,6786851.5,4304422.75,8586539,4691931,4824629.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,High,High,High,High,High,High,High,High,High,High,High,High,Peak Found,Peak Found,High,High
FALSE,High,Q24439,"ATP synthase subunit O, mitochondrial OS=Drosophila melanogaster OX=7227 GN=ATPsynO PE=2 SV=2",18,238,18,FBgn0016691,Oscp; ATPsynO,0,1.342,0.42,0.288331331,0.565873489,82.58,28.44329847,92.8,107.2,10.83,16.42,8,8,90.9,94.4,99.5,98.7,81.1,77.8,103.6,105.9,118.6,120.9,115,120.1,75.9,82.6,108.3,106.5,284514507.6,295526011.2,311565201.2,309039139.9,253945838.9,243462054.6,324238474.3,331554354,371136374.6,378409777.3,359980187.3,375996198.3,237528499.5,258553358.7,339111154.3,333320598.9,135592098.8,141421092.4,291463537.5,296456103.2,220736212.8,243462054.6,207354039.6,118662541.3,151782663.4,166236506.3,155616361,184798974.4,133994558.3,150328287.5,130242910,137992454.5,18,19,18,19,19,18,19,18,15,16,15,16,12,12,16,16,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,High,O01666,"ATP synthase subunit gamma, mitochondrial OS=Drosophila melanogaster OX=7227 GN=ATPsyngamma PE=2 SV=2",22,284,22,FBgn0020235,ATPsyn-gamma; ATPsyngamma,0,1.193,0.25,0.608784528,0.850754917,63.66,29.52596769,96.1,103.9,2.83,9.89,8,8,94.5,93.7,97.2,96.6,92.5,92.6,100.4,94.6,102.2,100.1,113.9,115.8,85.5,116.2,101.8,102.3,619505671.5,614404501.7,637410288.1,633481396.8,606320841.8,606808647.6,658457336.5,620356552.4,669933784.3,656324993,746845949.6,759087948.3,560545738,761863890.8,667354291.4,670458788.6,295240038.7,294017286.2,596285646.5,607688160.2,527029570.4,606808647.6,421090646,222024184.3,273981051.3,288325461.9,322855126.5,373085352.9,316215017.3,442963474.2,256311725,277565365.5,21,22,20,21,23,23,20,22,21,21,17,17,16,17,17,17,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,High,O77134,"ATP synthase subunit e, mitochondrial OS=Drosophila melanogaster OX=7227 GN=ATPsynE PE=1 SV=1",3,24,3,FBgn0038224,CG3321; ATPsynE,0,1.771,0.82,0.018660574,0.06465315,54.15,26.04392692,59.8,140.2,7.37,25.03,8,8,54.2,64.5,67.1,63.6,56.1,63.8,63.1,65.5,145.6,146.7,161.3,162.8,86.1,80.6,167.1,151.9,34766362.75,41367880.95,43059876.17,40772998.16,35960558.01,40954646.75,40452050.14,41996326.9,93404215.93,94119259.31,103483143.5,104453185.7,55240990.17,51683914.85,107155472.9,97449009.45,16568730.13,19796196.25,40281725.25,39112858.5,31257836,40954646.75,25869527.13,15030388.88,38199275.63,41346862,44734879.25,51337863.75,31162543,30050100.5,41155357,40343225.25,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,Peak Found,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,High,A1ZAH1,"ATP synthase subunit d, mitochondrial OS=Drosophila melanogaster OX=7227 GN=knon PE=2 SV=1",40,348,40,FBgn0034133,CG7813,0,1.219,0.29,0.540811567,0.813272856,69.94,29.01677848,93.2,106.8,4.39,16.03,8,8,103.3,102.6,92.2,91.9,96.5,98.2,94.7,96.8,111,109.6,110.4,110.9,76.7,76.2,116.1,112.8,478223223.9,474936336.9,426771475.3,425552970,446699384.1,454694904,438466804.5,448138591.7,514018521.4,507604663,511302505.9,513216635.8,354959428.1,352646660.4,537453059.5,522230660.4,227908556.1,227276155.2,399236896.2,408225881.2,388282520.1,454694904,280404302.2,160387772,210216797.8,222992192.1,221031707.1,252241667.3,200239684.5,205036085.5,206420371.5,216199931.5,29,29,26,28,35,36,27,26,29,28,28,28,23,24,31,30,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,High,A0A0B4LHL7,"ATP synthase subunit d, mitochondrial OS=Drosophila melanogaster OX=7227 GN=ATPsynD PE=3 SV=1",11,103,11,FBgn0016120,ATPsyn-d; ATPsynD,0,1.353,0.44,0.271332878,0.54698119,48.87,26.36053138,90.6,109.4,23.26,22.18,8,8,72,72.5,123.4,126.4,78.9,80.3,95.1,99.9,80.4,80.7,89.4,88.5,125.3,124.4,128.5,134.3,55907133.24,56295605.23,95892953.56,98201162.41,61278739.37,62423325.22,73876054.7,77642163.05,62434714.46,62714614.2,69471406.22,68727912.91,97390315.38,96692289.55,99875164.65,104321302.3,26643862.91,26939713.22,89706101.19,94202740.63,53265046.25,62423325.22,47244542.47,27787951.7,25533760.36,27550710.85,30031895.67,33779192.13,54939817,56218903.44,38359198.5,43188307.63,10,10,10,10,11,10,10,10,10,10,8,8,7,7,7,8,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,High,Q05825,"ATP synthase subunit beta, mitochondrial OS=Drosophila melanogaster OX=7227 GN=ATPsynbeta PE=1 SV=3",25,319,21,FBgn0010217,ATPsyn-beta; ATPsynbeta,0,0.724,-0.47,0.069678764,0.199996782,122.87,28.00468336,88.5,111.5,48.75,26.67,8,8,22.6,22,124.4,123.7,82.5,90.5,114.8,102.7,71.6,68.9,123.1,122.9,131.9,160.6,117.6,120,49192264.03,47874162.03,270118311.1,268714005.7,179241378.2,196644527.1,249352166.3,223079409,155602086.9,149602226.3,267340506,266873813.5,286583218.4,348937083.9,255470911.6,260715954.7,23443733.61,22909713.65,252690731.2,257772873.1,155801186.5,196644527.1,159463429.1,79839607.76,63636174.71,65720689.36,115569017.8,131166238.5,161667302.5,202879260.8,98119081.4,107934627,19,18,24,24,22,24,23,22,21,21,17,15,13,13,17,17,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
