#SUBMITTED ID	ANNOTATION_SYMBOL	LOCATION_ARM	NAME	SYMBOL
FBgn0265998	CG42320	3R	Darkener of apricot	Doa
FBgn0043792	CG30427	2R	-	CG30427
FBgn0021979	CG3082	2R	lethal (2) k09913	l(2)k09913
FBgn0051644	CG31644	2L	-	CG31644
FBgn0030314	CG11696	X	-	CG11696
FBgn0038588	CG7156	3R	-	CG7156
FBgn0263042	CG43337	3L	-	CG43337
FBgn0033680	CG13186	2R	-	CG13186
FBgn0026179	CG32434	3L	schizo	siz
FBgn0035779	CG8562	3L	-	CG8562
FBgn0030620	CG5662	X	-	CG5662
FBgn0030051	CG2056	X	Serine Protease Immune Response Integrator	spirit
FBgn0052109	CG32109	3L	-	CG32109
FBgn0033257	CG8713	2R	sandman	sand
FBgn0259203	CG42307	3L	-	CG42307
FBgn0041781	CG4636	2L	SCAR	SCAR
FBgn0027579	CG5508	3R	minotaur	mino
FBgn0032779	CG16771	2L	Alkaline phosphatase 12	Alp12
FBgn0037117	CG11248	3L	-	CG11248
FBgn0030927	CG15046	X	-	CG15046
FBgn0032921	CG9250	2L	M-phase phosphoprotein 6	Mpp6
FBgn0038586	CG7168	3R	-	CG7168
FBgn0000711	CG2096	X	flapwing	flw
FBgn0000581	CG7776	2R	Enhancer of Polycomb	E(Pc)
FBgn0031633	CG2976	2L	Farnesyl transferase alpha subunit	Fnta
FBgn0085325	CG34296	3R	-	CG34296
FBgn0010300	CG10719	2L	brain tumor	brat
FBgn0035152	CG3386	3L	-	CG3386
FBgn0051864	CG31864	2L	Quetzalcoatl	Qtzl
FBgn0028936	CG16873	2L	Nimrod B5	NimB5
FBgn0022359	CG4649	3R	Sorbitol dehydrogenase-2	Sodh-2
FBgn0039669	CG2014	3R	NADH dehydrogenase (ubiquinone) 20 kDa subunit-like	ND-20L
FBgn0000636	CG5803	2L	Fasciclin 3	Fas3
FBgn0034570	CG10543	2R	-	CG10543
FBgn0036426	CG9592	3L	-	CG9592
FBgn0027052	CG5203	2L	STIP1 homology and U-box containing protein 1	STUB1
FBgn0052298	CG32298	3L	-	CG32298
FBgn0028969	CG14813	X	Coat Protein (coatomer) delta	deltaCOP
FBgn0037035	CG10589	3L	-	CG10589
FBgn0028893	CG31819	2L	-	CG31819
FBgn0034327	CG14505	2R	-	CG14505
FBgn0266417	CG45057	3L	ringmaker	ringer
FBgn0038158	CG14370	3R	-	CG14370
FBgn0035265	CG18173	3L	Phosphatidylinositol glycan anchor biosynthesis class W b	PIG-Wb
FBgn0038649	CG7718	3R	Phosphatidylglycerophosphate synthase 1	PGS1
FBgn0034248	CG14483	2R	-	CG14483
FBgn0001187	CG8094	2R	Hexokinase C	Hex-C
FBgn0036075	CG8065	3L	-	CG8065
FBgn0033624	CG12384	2R	-	CG12384
FBgn0023181	CG2917	2R	Origin recognition complex subunit 4	Orc4
FBgn0262527	CG4699	3R	non-specific lethal 1	nsl1
FBgn0259711	CG42365	2R	-	CG42365
FBgn0031296	CG4415	2L	-	CG4415
FBgn0003612	CG8068	2R	Suppressor of variegation 2-10	Su(var)2-10
FBgn0026369	CG15667	2R	Smad anchor for receptor activation	Sara
FBgn0031216	CG11376	2L	Zizimin-related	Zir
FBgn0037293	CG12007	3R	Rab geranylgeranyltransferase subunit alpha	RabGGTa
FBgn0035388	CG2162	3L	-	CG2162
FBgn0051204	CG31204	3R	-	CG31204
FBgn0052066	CG32066	3L	-	CG32066
FBgn0050281	CG30281	2R	-	CG30281
FBgn0036936	CG14185	3L	-	CG14185
FBgn0036773	CG13698	3L	-	CG13698
FBgn0050015	CG30015	2R	-	CG30015
FBgn0035140	CG17180	3L	BLOC-1 related complex subunit 6	BORCS6
FBgn0086778	CG32538	X	nicotinic Acetylcholine Receptor alpha7	nAChRalpha7
FBgn0000547	CG12676	2L	echinoid	ed
FBgn0036818	CG14074	3L	-	CG14074
FBgn0039473	CG17191	3R	-	CG17191
FBgn0037602	CG8021	3R	SRA stem-loop interacting RNA binding protein 2	SLIRP2
FBgn0052219	CG32219	3L	-	CG32219
FBgn0005640	CG10579	3L	Ecdysone-induced protein 63E	Eip63E
FBgn0035986	CG4022	3L	-	CG4022
FBgn0264490	CG18389	3R	Ecdysone-induced protein 93F	Eip93F
FBgn0034479	CG8654	2R	-	CG8654
FBgn0031103	CG12679	X	-	CG12679
FBgn0038163	CG10841	3R	-	CG10841
FBgn0030594	CG9509	X	fezzik	fiz
FBgn0038887	CG7907	3R	-	CG7907
FBgn0032486	CG5705	2L	mitochondrial translation release factor 1	mRF1
FBgn0028671	CG1709	3R	Vacuolar H[+] ATPase 100kD subunit 1	Vha100-1
FBgn0035921	CG13305	3L	-	CG13305
FBgn0033289	CG2121	2R	-	CG2121
FBgn0029999	CG1575	X	-	CG1575
FBgn0034506	CG13870	2R	-	CG13870
FBgn0038252	CG3509	3R	Histone H1 variant BigH1	BigH1
FBgn0034093	CG15706	2R	-	CG15706
FBgn0035824	CG8281	3L	-	CG8281
FBgn0031718	CG14014	2L	-	CG14014
FBgn0029608	CG3091	X	-	CG3091
FBgn0051872	CG31872	2L	-	CG31872
FBgn0031622	CG3251	2L	-	CG3251
FBgn0250823	CG6963	3R	gilgamesh	gish
FBgn0262872	CG43227	2L	milton	milt
FBgn0064116	CG33713	X	anorexia	anox
FBgn0026702	CG32763	X	POP1 ribonuclease P/MRP subunit	Pop1
FBgn0005649	CG5422	3R	Rox8	Rox8
FBgn0050344	CG30344	2R	-	CG30344
FBgn0061197	CG13164	2R	salto	salto
FBgn0031332	CG5556	2L	-	CG5556
FBgn0038302	CG4210	3R	-	CG4210
FBgn0029997	CG2258	X	-	CG2258
FBgn0025366	CG5277	2L	Intronic Protein 259	Ip259
FBgn0262937	CG9139	3L	Rabaptin-5-associated exchange factor for Rab5	Rabex-5
FBgn0263667	CG5591	2R	Lost PHDs of trr	Lpt
FBgn0014850	CG7588	3L	Eig71Ej	Eig71Ej
FBgn0053093	CG33093	3R	-	CG33093
FBgn0029590	CG14811	X	-	CG14811
FBgn0037022	CG11396	3L	-	CG11396
FBgn0051272	CG31272	3R	-	CG31272
FBgn0032845	CG10747	2L	-	CG10747
FBgn0029752	CG3315	X	Thioredoxin T	TrxT
FBgn0031937	CG13795	2L	-	CG13795
FBgn0033693	CG13175	2R	-	CG13175
FBgn0032880	CG9318	2L	Transmembrane 9 superfamily protein member 2	TM9SF2
FBgn0263401	CG43447	3R	-	CG43447
FBgn0027610	CG8790	3R	Dicarboxylate carrier 1	Dic1
FBgn0035229	CG7852	3L	pinstripe	pns
FBgn0028868	CG4701	2L	-	CG4701
FBgn0285926	CG1691	X	IGF-II mRNA-binding protein	Imp
FBgn0032790	CG10194	2L	-	CG10194
FBgn0036262	CG6910	3L	-	CG6910
FBgn0037801	CG3999	3R	-	CG3999
FBgn0030503	CG11176	X	Transport and Golgi organization 2	Tango2
FBgn0037332	CG14670	3R	Holocarboxylase synthetase	Hcs
FBgn0038546	CG7379	3R	-	CG7379
FBgn0035886	CG7118	3L	Jonah 66Ci	Jon66Ci
FBgn0032899	CG9338	2L	-	CG9338
FBgn0040575	CG15922	3R	-	CG15922
FBgn0034974	CG16786	2R	-	CG16786
FBgn0022770	CG17058	X	Peritrophin A	Peritrophin-A
FBgn0003345	CG8544	X	scalloped	sd
FBgn0283728	CG31600	2L	-	CG31600
FBgn0261788	CG42734	3L	Ankyrin 2	Ank2
FBgn0265187	CG44252	2R	Fatty acid transport protein 2	Fatp2
FBgn0262559	CG7998	3R	Malate dehydrogenase 2	Mdh2
FBgn0031929	CG18585	2L	-	CG18585
FBgn0030293	CG1737	X	-	CG1737
FBgn0267493	CG45769	Y	Male-specific transcript 77Y 9	Mst77Y-9
FBgn0038719	CG16727	3R	-	CG16727
FBgn0033504	CG18408	2R	CAP	CAP
FBgn0051957	CG31957	2L	-	CG31957
FBgn0267033	CG45477	X	maternal gene required for meiosis	mamo
FBgn0033501	CG12911	2R	-	CG12911
FBgn0033260	CG8711	2R	Cullin 4	Cul4
FBgn0024986	CG3719	X	-	CG3719
FBgn0004868	CG4422	2L	GDP dissociation inhibitor	Gdi
FBgn0029905	CG3075	X	Nuclear factor Y-box C	Nf-YC
FBgn0266421	CG15220	X	Replication protein A3	RPA3
FBgn0015372	CG3870	2R	RabX1	RabX1
FBgn0022981	CG1058	3R	ripped pocket	rpk
FBgn0034878	CG3941	2R	pita	pita
FBgn0053233	CG33233	3L	-	CG33233
FBgn0031005	CG7890	X	Heparan sulfate 3-O sulfotransferase-B	Hs3st-B
FBgn0285951	CG42648	3L	mitochondrial ribosomal protein S34	mRpS34
FBgn0029529	CG13365	X	-	CG13365
FBgn0039942	CG17163	X	-	CG17163
FBgn0035798	CG7526	3L	faulty attraction	frac
FBgn0039435	CG14240	3R	TweedleP	TwdlP
FBgn0036138	CG14143	3L	-	CG14143
FBgn0037336	CG2519	3R	-	CG2519
FBgn0032677	CG5790	2L	-	CG5790
FBgn0039316	CG11893	3R	-	CG11893
FBgn0030054	CG12109	X	Chromatin assembly factor 1, p180 subunit	Caf1-180
FBgn0053490	CG33490	3L	-	CG33490
FBgn0054056	CG34056	3L	-	CG34056
FBgn0082598	CG8580	3L	akirin	akirin
FBgn0030245	CG1637	X	-	CG1637
FBgn0030449	CG4349	X	Ferritin 3 heavy chain homologue	Fer3HCH
FBgn0053514	CG33514	3L	-	CG33514
FBgn0085312	CG34283	3R	-	CG34283
FBgn0011715	CG1064	3R	Snf5-related 1	Snr1
FBgn0286199	CG13611	3R	sheepish	shps
FBgn0030010	CG10959	X	-	CG10959
FBgn0032847	CG10756	2L	TBP-associated factor 13	Taf13
FBgn0052264	CG32264	3L	-	CG32264
FBgn0035713	CG10107	3L	veloren	velo
FBgn0039831	CG12054	3R	-	CG12054
FBgn0039554	CG5003	3R	-	CG5003
FBgn0051874	CG31874	2L	Fumarase 4	Fum4
FBgn0000326	CG9858	2R	cricklet	clt
FBgn0031717	CG6957	2L	Oscillin	Oscillin
FBgn0032281	CG17107	2L	-	CG17107
FBgn0285955	CG34389	3R	crossveinless c	cv-c
FBgn0264492	CG17520	3L	casein kinase IIalpha	CkIIalpha
FBgn0039714	CG7816	3R	Zinc/iron regulated transporter-related protein 99C	Zip99C
FBgn0024994	CG2675	X	UDP-galactose transporter	Ugalt
FBgn0028407	CG8364	2R	DNA fragmentation factor-related protein 3	Drep3
FBgn0038401	CG5916	3R	-	CG5916
FBgn0036503	CG13454	3L	-	CG13454
FBgn0034293	CG14495	2R	-	CG14495
FBgn0265767	CG2893	X	zydeco	zyd
FBgn0264302	CG43780	3L	wurmchen 1	wrm1
FBgn0062412	CG7459	3R	Copper transporter 1B	Ctr1B
FBgn0039970	CG17508	2R	-	CG17508
FBgn0027082	CG12186	3L	Prolyl-tRNA synthetase, mitochondrial	ProRS-m
FBgn0261634	CG42717	3L	-	CG42717
FBgn0032343	CG6201	2L	-	CG6201
FBgn0039464	CG6330	3R	-	CG6330
FBgn0038519	CG5826	3R	Peroxiredoxin 3	Prx3
FBgn0085273	CG34244	3L	-	CG34244
FBgn0030245	CG1637	X	-	CG1637
FBgn0000615	CG8994	2R	exuperantia	exu
FBgn0025702	CG11489	3L	Serine-arginine protein kinase at 79D	Srpk79D
FBgn0035165	CG13887	3L	-	CG13887
FBgn0034921	CG11183	2R	Decapping protein 1	DCP1
FBgn0032315	CG14069	2L	-	CG14069
FBgn0259195	CG42299	X	-	CG42299
FBgn0036877	CG9452	3L	-	CG9452
FBgn0030654	CG15643	X	-	CG15643
FBgn0261641	CG42724	3R	-	CG42724
FBgn0036727	CG7589	3L	Secretory chloride channel	SecCl
FBgn0034464	CG11018	2R	-	CG11018
FBgn0037326	CG14669	3R	-	CG14669
FBgn0013764	CG3924	2R	Chip	Chi
FBgn0030432	CG4404	X	-	CG4404
FBgn0035249	CG17249	3L	-	CG17249
FBgn0260934	CG8201	2R	par-1	par-1
FBgn0266465	CG5169	3R	Germinal centre kinase III	GckIII
FBgn0039993	CG17691	2R	-	CG17691
FBgn0085252	CG34223	2R	-	CG34223
FBgn0039897	CG1674	4	-	CG1674
FBgn0026566	CG1307	3R	-	CG1307
FBgn0021742	CG1567	X	C901	C901
FBgn0038326	CG5044	3R	-	CG5044
FBgn0039562	CG5520	3R	Glycoprotein 93	Gp93
FBgn0002576	CG1689	X	lozenge	lz
FBgn0036862	CG9619	3L	Glycogen binding subunit 76A	Gbs-76A
FBgn0030514	CG9941	X	-	CG9941
FBgn0029825	CG12728	X	-	CG12728
FBgn0039326	CG10562	3R	-	CG10562
FBgn0263593	CG8709	2R	Lipin	Lpin
FBgn0035026	CG12252	2R	TFIIF-interacting CTD phosphatase	Fcp1
FBgn0041588	CG31426	3R	eukaryotic translation initiation factor 2D	eIF2D
FBgn0028422	CG18039	3R	Glutamate receptor IID	GluRIID
FBgn0029573	CG14770	X	-	CG14770
FBgn0031980	CG7424	2L	Ribosomal protein L36A	RpL36A
FBgn0010583	CG3727	2L	dreadlocks	dock
FBgn0036173	CG7394	3L	-	CG7394
FBgn0038941	CG7080	3R	-	CG7080
FBgn0030666	CG12708	X	-	CG12708
FBgn0035482	CG14985	3L	-	CG14985
FBgn0085476	CG34447	2L	-	CG34447
FBgn0037236	CG9772	3R	S-phase kinase-associated protein 2	Skp2
FBgn0039341	CG5112	3R	-	CG5112
FBgn0267828	CG46149	2L	Fatty acid transport protein 1	Fatp1
FBgn0039635	CG11876	3R	Pyruvate dehydrogenase E1 beta subunit	Pdhb
FBgn0039470	CG6296	3R	-	CG6296
FBgn0031606	CG15439	2L	-	CG15439
FBgn0038251	CG3508	3R	Hexamethylene bisacetamide inducible	Hexim
FBgn0040346	CG3704	X	-	CG3704
FBgn0029508	CG18817	2R	Tetraspanin 42Ea	Tsp42Ea
FBgn0037410	CG1148	3R	Osiris 2	Osi2
FBgn0034989	CG3356	2R	-	CG3356
FBgn0039831	CG12054	3R	-	CG12054
FBgn0035620	CG5150	3L	Alkaline phosphatase 9	Alp9
FBgn0036878	CG9283	3L	Cuticular protein 76Ba	Cpr76Ba
FBgn0000996	CG8171	2R	double parked	dup
FBgn0085197	CG34168	2L	-	CG34168
FBgn0029854	CG3566	X	-	CG3566
FBgn0052803	CG32803	X	-	CG32803
FBgn0033234	CG8791	2R	Major Facilitator Superfamily Transporter 12	MFS12
FBgn0032519	CG16957	2L	-	CG16957
FBgn0033476	CG18445	2R	oysgedart	oys
FBgn0029848	CG3599	X	Biotinidase	Btnd
FBgn0032068	CG9466	2L	Lysosomal alpha-mannosidase V	LManV
FBgn0086361	CG1906	3R	alphabet	alph
FBgn0035271	CG2021	3L	-	CG2021
FBgn0051693	CG31693	2L	-	CG31693
FBgn0035978	CG4347	3L	UDP-glucose pyrophosphorylase	UGP
FBgn0030679	CG8206	X	-	CG8206
FBgn0022361	CG1507	4	Purine-rich binding protein-alpha	Pur-alpha
FBgn0052296	CG32296	3L	Myocardin-related transcription factor	Mrtf
FBgn0036762	CG7430	3L	-	CG7430
FBgn0033365	CG8170	2R	-	CG8170
FBgn0034242	CG14480	2R	-	CG14480
FBgn0052819	CG32819	X	-	CG32819
FBgn0052820	CG32820	X	-	CG32820
FBgn0036835	CG14075	3L	-	CG14075
FBgn0039625	CG14517	3R	beta1,4-N-acetylgalactosaminyltransferase B	beta4GalNAcTB
FBgn0035953	CG5087	3L	-	CG5087
FBgn0005660	CG2914	2L	Ets at 21C	Ets21C
FBgn0035232	CG12099	3L	-	CG12099
FBgn0036896	CG8789	3L	wallenda	wnd
FBgn0032289	CG6431	2L	-	CG6431
FBgn0046247	CG5938	3R	-	CG5938
FBgn0010315	CG9096	X	Cyclin D	CycD
FBgn0040005	CG17883	2R	-	CG17883
FBgn0083963	CG34127	3R	Neuroligin 3	Nlg3
FBgn0034858	CG10315	2R	eukaryotic translation initiation factor 2B subunit delta	eIF2Bdelta
FBgn0051139	CG31139	3R	-	CG31139
FBgn0020660	CG10837	3L	eukaryotic translation initiation factor 4B	eIF4B
FBgn0004511	CG9355	X	dusky	dy
FBgn0028424	CG3767	2R	Juvenile hormone-inducible protein 26	JhI-26
FBgn0085310	CG34281	3R	-	CG34281
FBgn0028955	CG8788	2R	-	CG8788
FBgn0039169	CG5669	3R	Sp1-like factor for pairing sensitive-silencing	Spps
FBgn0002622	CG6779	3R	Ribosomal protein S3	RpS3
FBgn0033507	CG12909	2R	-	CG12909
FBgn0033527	CG11777	2R	-	CG11777
FBgn0030838	CG5445	X	-	CG5445
FBgn0000014	CG10325	3R	abdominal A	abd-A
FBgn0034900	CG12491	2R	-	CG12491
FBgn0083941	CG34105	2R	-	CG34105
FBgn0031364	CG17648	2L	-	CG17648
FBgn0040056	CG17698	3L	-	CG17698
FBgn0016672	CG3028	3R	Inositol polyphosphate 1-phosphatase	Ipp
FBgn0037723	CG8327	3R	Spermidine Synthase	SpdS
FBgn0015591	CG13633	3R	Allatostatin A	AstA
FBgn0013334	CG8884	3R	Synapse-associated protein 47kD	Sap47
FBgn0028531	CG15286	2L	-	CG15286
FBgn0034706	CG11275	2R	-	CG11275
FBgn0038356	CG12784	3R	-	CG12784
FBgn0038219	CG14839	3R	-	CG14839
FBgn0031006	CG8002	X	rapamycin-insensitive companion of Tor	rictor
FBgn0034840	CG3124	2R	-	CG3124
FBgn0005632	CG1945	3R	fat facets	faf
FBgn0263777	CG43694	3R	-	CG43694
FBgn0037516	CG11286	3R	-	CG11286
FBgn0036589	CG13067	3L	-	CG13067
FBgn0260230	CG42504	3R	-	CG42504
FBgn0031089	CG9572	X	asperous	aspr
FBgn0035111	CG16940	3L	Dis3 like 3'-5' exoribonuclease 2	Dis3l2
FBgn0262100	CG42853	3L	-	CG42853
FBgn0024238	CG8649	X	Fimbrin	Fim
FBgn0047199	CG31517	3R	-	CG31517
FBgn0053223	CG33223	X	-	CG33223
FBgn0031998	CG8451	2L	Sodium/solute co-transporter-like 5A11	SLC5A11
FBgn0029821	CG4020	X	-	CG4020
FBgn0020415	CG4475	2L	Imaginal disc growth factor 2	Idgf2
FBgn0035398	CG1869	3L	Chitinase 7	Cht7
FBgn0261849	CG42781	X	-	CG42781
FBgn0030311	CG11699	X	-	CG11699
FBgn0030742	CG9919	X	-	CG9919
FBgn0035321	CG1275	3L	-	CG1275
FBgn0032292	CG6750	2L	ER membrane protein complex subunit 3	EMC3
FBgn0044323	CG7392	2L	Connector of kinase to AP-1	Cka
FBgn0259209	CG42309	2R	Muscle LIM protein at 60A	Mlp60A
FBgn0032147	CG4026	2L	Inositol 1,4,5-triphosphate kinase 1	IP3K1
FBgn0262889	CG43244	2R	-	CG43244
FBgn0283724	CG12734	3L	Girdin	Girdin
FBgn0287454	CG11750	X	PTIP associated 1	Pa1
FBgn0030508	CG15760	X	-	CG15760
FBgn0040371	CG12470	X	-	CG12470
FBgn0031397	CG15385	2L	-	CG15385
FBgn0031939	CG13796	2L	-	CG13796
FBgn0052831	CG33695	2L	-	CG33695
FBgn0033736	CG13154	2R	-	CG13154
FBgn0031738	CG9171	2L	-	CG9171
FBgn0261822	CG31605	2L	Basigin	Bsg
FBgn0030645	CG6308	X	ALG14, UDP-N-acetylglucosaminyltransferase subunit	Alg14
FBgn0052767	CG32767	X	-	CG32767
FBgn0040679	CG11373	3R	-	CG11373
FBgn0003716	CG14026	2L	thickveins	tkv
FBgn0262513	CG9013	2R	Vacuolar H[+] ATPase 16kD subunit 4	Vha16-4
FBgn0052588	CG32588	X	-	CG32588
FBgn0001248	CG7176	3L	Isocitrate dehydrogenase	Idh
FBgn0030028	CG10965	X	Companion of reaper	Corp
FBgn0035968	CG4484	3L	Solute carrier family 45 member 1	Slc45-1
FBgn0036390	CG13738	3L	-	CG13738
FBgn0027329	CG8231	X	Chaperonin containing TCP1 subunit 6	CCT6
FBgn0085254	CG34225	2R	-	CG34225
FBgn0024989	CG3777	X	-	CG3777
FBgn0038460	CG18622	3R	-	CG18622
FBgn0030983	CG15882	X	-	CG15882
FBgn0003041	CG8114	3L	pebble	pbl
FBgn0000451	CG6611	3L	ectodermal	ect
FBgn0004373	CG7004	3L	four wheel drive	fwd
FBgn0036678	CG11905	3L	-	CG11905
FBgn0263083	CG43351	2R	-	CG43351
FBgn0266418	CG45058	3R	wide awake	wake
FBgn0024196	CG10751	2R	roadblock	robl
FBgn0030743	CG9921	X	-	CG9921
FBgn0039972	CG17018	2L	Meiosis regulator and mRNA stability factor 1	Marf1
FBgn0031070	CG12702	X	-	CG12702
FBgn0024807	CG17686	X	DISCO Interacting Protein 1	DIP1
FBgn0039938	CG11153	4	Sox102F	Sox102F
FBgn0032345	CG14921	2L	-	CG14921
FBgn0036888	CG9330	3L	-	CG9330
FBgn0034094	CG3666	2R	Transferrin 3	Tsf3
FBgn0263762	CG43679	3L	-	CG43679
FBgn0030996	CG14194	X	-	CG14194
FBgn0085245	CG34216	2R	-	CG34216
FBgn0039595	CG10001	3R	Allatostatin A receptor 2	AstA-R2
FBgn0029976	CG1514	X	snazarus	snz
FBgn0037396	CG11459	3R	-	CG11459
FBgn0031708	CG7382	2L	-	CG7382
FBgn0051407	CG31407	3R	-	CG31407
FBgn0033961	CG12859	2R	NADH dehydrogenase (ubiquinone) B15 subunit	ND-B15
FBgn0033047	CG7882	2R	-	CG7882
FBgn0035497	CG14995	3L	-	CG14995
FBgn0035856	CG13679	3L	-	CG13679
FBgn0052451	CG32451	3L	Secretory Pathway Calcium atpase	SPoCk
FBgn0260934	CG8201	2R	par-1	par-1
FBgn0039758	CG9737	3R	-	CG9737
FBgn0020258	CG3478	2L	pickpocket	ppk
FBgn0032407	CG5325	2L	Peroxin 19	Pex19
FBgn0039820	CG15554	3R	-	CG15554
FBgn0032400	CG6770	2L	-	CG6770
FBgn0037304	CG1113	3R	-	CG1113
FBgn0039690	CG1969	3R	Glucosamine-phosphate N-acetyltransferase	Gnpnat
FBgn0085198	CG34169	2L	-	CG34169
FBgn0020493	CG5201	3R	Daughters against dpp	Dad
FBgn0038476	CG5175	3R	kugelkern	kuk
FBgn0039325	CG10560	3R	-	CG10560
FBgn0004372	CG2075	3L	always early	aly
FBgn0052037	CG32037	3L	-	CG32037
FBgn0083968	CG34132	2L	-	CG34132
FBgn0027841	CG7697	3R	Cleavage stimulation factor 64 kD subunit	CstF64
FBgn0263607	CG32155	3L	lethal (3) 72Dp	l(3)72Dp
FBgn0028982	CG12225	X	Spt6	Spt6
FBgn0029877	CG17717	X	-	CG17717
FBgn0033806	CG4616	2R	FLICE-associated huge protein	FLASH
FBgn0025624	CG4025	X	-	CG4025
FBgn0040648	CG11666	X	-	CG11666
FBgn0037288	CG14661	3R	-	CG14661
FBgn0025692	CG3814	2R	Lifeguard	Lfg
FBgn0034970	CG4005	2R	yorkie	yki
FBgn0034515	CG13428	2R	-	CG13428
FBgn0052603	CG32603	X	-	CG32603
FBgn0040565	CG7606	3R	-	CG7606
FBgn0038709	CG15025	3R	-	CG15025
FBgn0030882	CG6835	X	Glutathione synthetase 1	Gss1
FBgn0052495	CG32495	X	Glutathione synthetase 2	Gss2
FBgn0030247	CG15208	X	-	CG15208
FBgn0085412	CG34383	3R	kramer	kmr
FBgn0035348	CG16758	3L	-	CG16758
FBgn0050100	CG30100	2R	-	CG30100
FBgn0035945	CG5026	3L	-	CG5026
FBgn0028863	CG4587	2L	stolid	stol
FBgn0027492	CG5643	3R	widerborst	wdb
FBgn0039078	CG4374	3R	-	CG4374
FBgn0033541	CG12934	2R	-	CG12934
FBgn0260462	CG12163	3R	Cathepsin F	CtsF
FBgn0029941	CG1677	X	-	CG1677
FBgn0287209	CG12449	3R	Glutamine:fructose-6-phosphate aminotransferase 1	Gfat1
FBgn0033248	CG11196	2R	Dicarboxylate carrier 3	Dic3
FBgn0033000	CG14464	2R	-	CG14464
FBgn0039495	CG5909	3R	-	CG5909
FBgn0037739	CG12948	3R	-	CG12948
FBgn0015239	CG7199	3L	Hormone-receptor-like in 78	Hr78
FBgn0265011	CG34350	2R	Notopleural	Np
FBgn0002566	CG18028	2L	light	lt
FBgn0032350	CG6287	2L	-	CG6287
FBgn0052600	CG32600	X	defective proboscis extension response 8	dpr8
FBgn0035425	CG17746	3L	-	CG17746
FBgn0052206	CG32206	3L	-	CG32206
FBgn0038250	CG3505	3R	-	CG3505
FBgn0033777	CG17574	2R	-	CG17574
FBgn0033485	CG1381	2R	Ribosomal protein LP0-like	RpLP0-like
FBgn0012344	CG8348	3R	Diuretic hormone 44	Dh44
FBgn0035473	CG14981	3L	maggie	mge
FBgn0003475	CG10076	2L	spire	spir
FBgn0022935	CG10269	3L	D19A	D19A
FBgn0027844	CG7820	2L	Carbonic anhydrase 1	CAH1
FBgn0030773	CG9676	X	-	CG9676
FBgn0034705	CG11170	2R	-	CG11170
FBgn0283741	CG42666	X	prage	prage
FBgn0052313	CG32313	3L	-	CG32313
FBgn0038088	CG10126	3R	-	CG10126
FBgn0286783	CG12140	2R	Electron transfer flavoprotein-ubiquinone oxidoreductase	Etf-QO
FBgn0039376	CG14354	3R	-	CG14354
FBgn0030740	CG9917	X	-	CG9917
FBgn0035254	CG7974	3L	-	CG7974
FBgn0001185	CG4694	2L	hermaphrodite	her
FBgn0243586	CG5480	3R	Tubby	Tb
FBgn0038241	CG8087	3R	-	CG8087
FBgn0036043	CG8177	3L	Anion exchanger 2	Ae2
FBgn0033749	CG8819	2R	achintya	achi
FBgn0005278	CG2674	2L	S-adenosylmethionine Synthetase	Sam-S
FBgn0026598	CG6193	3R	Adenomatous polyposis coli 2	Apc2
FBgn0030823	CG8918	X	Tubulin tyrosine ligase-like 1A	TTLL1A
FBgn0035697	CG10163	3L	-	CG10163
FBgn0032476	CG5439	2L	-	CG5439
FBgn0261564	CG42678	2R	Receptor expression enhancing protein A	ReepA
FBgn0004882	CG10868	3R	oo18 RNA-binding protein	orb
FBgn0029937	CG8300	X	-	CG8300
FBgn0013300	CG4479	2L	Protamine A	ProtA
FBgn0051870	CG31870	2L	-	CG31870
FBgn0031908	CG5177	2L	-	CG5177
FBgn0026077	CG10287	3R	Gasp	Gasp
FBgn0033890	CG13350	2R	Chromosome transmission fidelity 4	Ctf4
FBgn0011335	CG6801	3L	versatile	vers
FBgn0028888	CG4168	2L	-	CG4168
FBgn0039635	CG11876	3R	Pyruvate dehydrogenase E1 beta subunit	Pdhb
FBgn0033721	CG13159	2R	-	CG13159
FBgn0053322	CG33322	2L	-	CG33322
FBgn0051973	CG31973	2L	Chitin deacetylase-like 5	Cda5
FBgn0036518	CG32149	3L	Rho GTPase activating protein at 71E	RhoGAP71E
FBgn0027590	CG16936	2R	Glutathione S transferase E12	GstE12
FBgn0040349	CG3699	X	-	CG3699
FBgn0003386	CG2822	2L	Shaker cognate w	Shaw
FBgn0024983	CG4293	X	-	CG4293
FBgn0053080	CG33080	X	-	CG33080
FBgn0041605	CG32490	3R	complexin	cpx
FBgn0003748	CG9364	2R	Trehalase	Treh
FBgn0265082	CG44193	3R	Chondrocyte-derived ezrin-like domain containing protein	Cdep
FBgn0038881	CG16791	3R	-	CG16791
FBgn0036501	CG7272	3L	-	CG7272
FBgn0034263	CG10934	2R	-	CG10934
FBgn0260935	CG9746	3R	Vacuolar protein sorting 15	Vps15
FBgn0032029	CG17292	2L	-	CG17292
FBgn0034499	CG9036	2R	Cuticular protein 56F	Cpr56F
FBgn0261085	CG10617	X	Synaptotagmin 12	Syt12
FBgn0035438	CG12013	3L	PHGPx	PHGPx
FBgn0037301	CG12005	3R	Mms19	Mms19
FBgn0031512	CG15404	2L	-	CG15404
FBgn0027538	CG8536	2R	beta1,4-N-acetylgalactosaminyltransferase A	beta4GalNAcTA
FBgn0004797	CG31991	2L	midway	mdy
FBgn0027609	CG15437	2L	modifier of rpr and grim, ubiquitously expressed	morgue
