##Dmel_gene_ID,Dmel_gene_symbol,Human_gene_HGNC_ID,Human_gene_OMIM_ID,Human_gene_symbol,DIOPT_score,OMIM_Phenotype_IDs,OMIM_Phenotype_IDs[name]
FBgn0086690,Plp,HGNC:16068,OMIM:605925,PCNT,6,210720,"210720[MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE II; MOPD2]"
FBgn0086693,iav,HGNC:14006,OMIM:606680,TRPV6,9,618188,"618188[HYPERPARATHYROIDISM, TRANSIENT NEONATAL; HRPTTN]"
FBgn0086693,iav,HGNC:12716,OMIM:602076,TRPV1,5,,
FBgn0086693,iav,HGNC:18082,OMIM:606676,TRPV2,4,,
FBgn0086693,iav,HGNC:3145,OMIM:606679,TRPV5,8,,
FBgn0086693,iav,HGNC:18083,OMIM:605427,TRPV4,5,"113,500,156,530,168,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","113500[BRACHYOLMIA TYPE 3; BCYM3],156530[METATROPIC DYSPLASIA],168400[PARASTREMMATIC DWARFISM],181405[SCAPULOPERONEAL SPINAL MUSCULAR ATROPHY; SPSMA],184095[SPONDYLOEPIPHYSEAL DYSPLASIA, MAROTEAUX TYPE],184252[SPONDYLOMETAPHYSEAL DYSPLASIA, KOZLOWSKI TYPE; SMDK],600175[NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VIII; HMN8],606071[HEREDITARY MOTOR AND SENSORY NEUROPATHY, TYPE IIC; HMSN2C],606835[DIGITAL ARTHROPATHY-BRACHYDACTYLY, FAMILIAL; FDAB],613508[SODIUM SERUM LEVEL QUANTITATIVE TRAIT LOCUS 1; SSQTL1],617383[AVASCULAR NECROSIS OF FEMORAL HEAD, PRIMARY, 2; ANFH2]"
FBgn0086693,iav,HGNC:18084,OMIM:607066,TRPV3,5,"614,594,616,400","614594[OLMSTED SYNDROME 1; OLMS1],616400[PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL 2; FNEPPK2]"
FBgn0086710,RpL30,HGNC:10333,OMIM:180467,RPL30,11,,
FBgn0086779,step,HGNC:9501,OMIM:182115,CYTH1,11,,
FBgn0086779,step,HGNC:9502,OMIM:602488,CYTH2,8,,
FBgn0086779,step,HGNC:9504,OMIM:605081,CYTH3,10,,
FBgn0086779,step,HGNC:9505,OMIM:606514,CYTH4,7,,
FBgn0086784,stmA,HGNC:28970,OMIM:611798,EFR3A,12,,
FBgn0086784,stmA,HGNC:29155,OMIM:616797,EFR3B,13,,
FBgn0086904,Nacalpha,HGNC:23290,OMIM:609274,NACA2,9,,
FBgn0086904,Nacalpha,HGNC:22196,OMIM:619419,NACAD,7,,
FBgn0086904,Nacalpha,HGNC:7629,OMIM:601234,NACA,11,,
FBgn0086904,Nacalpha,HGNC:24688,,NACA4P,4,,
FBgn0086906,sls,HGNC:15719,OMIM:608616,OBSCN,3,,
FBgn0086906,sls,HGNC:19194,OMIM:608548,HMCN1,3,603075,"603075[MACULAR DEGENERATION, AGE-RELATED, 1; ARMD1]"
FBgn0086907,Cyt-c-d,HGNC:19986,OMIM:123970,CYCS,8,612004,612004[THROMBOCYTOPENIA 4; THC4]
FBgn0087002,apolpp,HGNC:603,OMIM:107730,APOB,4,"144,010,615,558","144010[HYPERCHOLESTEROLEMIA, FAMILIAL, 2; FHCL2],615558[HYPOBETALIPOPROTEINEMIA, FAMILIAL, 1; FHBL1]"
FBgn0087002,apolpp,HGNC:0,,LOC400499,4,,
FBgn0087007,bbg,HGNC:5980,OMIM:603035,IL16,3,,
FBgn0087013,Karybeta3,HGNC:9851,,RANBP6,12,,
FBgn0087013,Karybeta3,HGNC:6402,OMIM:602008,IPO5,14,,
FBgn0087040,alphaTub67C,HGNC:12408,OMIM:602528,TUBA3C,4,,
FBgn0087040,alphaTub67C,HGNC:24071,OMIM:617878,TUBA3D,4,617928,617928[KERATOCONUS 9; KTCN9]
FBgn0087040,alphaTub67C,HGNC:20768,,TUBA1C,4,,
FBgn0087040,alphaTub67C,HGNC:20765,,TUBA3E,3,,
FBgn0087040,alphaTub67C,HGNC:12407,OMIM:191110,TUBA4A,5,616208,616208[AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA; ALS22]
FBgn0087040,alphaTub67C,HGNC:18809,OMIM:602530,TUBA1B,4,,
FBgn0087040,alphaTub67C,HGNC:20766,OMIM:602529,TUBA1A,4,611603,611603[LISSENCEPHALY 3; LIS3]
FBgn0087040,alphaTub67C,HGNC:12410,OMIM:605742,TUBA8,4,,
FBgn0087040,alphaTub67C,HGNC:23534,,TUBAL3,6,,
FBgn0243511,psidin,HGNC:25783,OMIM:612755,NAA25,15,,
FBgn0250746,Prosbeta7,HGNC:9541,OMIM:602177,PSMB4,15,617591,617591[PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 3; PRAAS3]
FBgn0250757,CG42235,HGNC:11041,OMIM:604024,SLC5A6,4,618973,"618973[NEURODEGENERATION, INFANTILE-ONSET, BIOTIN-RESPONSIVE; NERIB]"
FBgn0250757,CG42235,HGNC:11040,OMIM:601843,SLC5A5,6,274400,274400[THYROID DYSHORMONOGENESIS 1; TDH1]
FBgn0250757,CG42235,HGNC:28750,OMIM:612455,SLC5A12,6,,
FBgn0250757,CG42235,HGNC:19119,OMIM:608044,SLC5A8,6,,
FBgn0250757,CG42235,HGNC:11036,OMIM:182380,SLC5A1,3,606824,606824[GLUCOSE/GALACTOSE MALABSORPTION; GGM]
FBgn0250757,CG42235,HGNC:11037,OMIM:182381,SLC5A2,3,233100,233100[RENAL GLUCOSURIA; GLYS]
FBgn0250757,CG42235,HGNC:11038,OMIM:600444,SLC5A3,3,,
FBgn0250757,CG42235,HGNC:11039,OMIM:618633,SLC5A4,3,,
FBgn0250757,CG42235,HGNC:23091,OMIM:610238,SLC5A11,3,,
FBgn0250757,CG42235,HGNC:23155,OMIM:618636,SLC5A10,3,,
FBgn0250757,CG42235,HGNC:22146,,SLC5A9,3,,
FBgn0250785,vari,HGNC:7220,OMIM:600723,MPP2,10,,
FBgn0250785,vari,HGNC:7219,OMIM:305360,MPP1,3,,
FBgn0250785,vari,HGNC:18167,OMIM:606959,MPP6,13,,
FBgn0250786,Chd1,HGNC:1915,OMIM:602118,CHD1,12,617682,617682[PILAROWSKI-BJORNSSON SYNDROME; PILBOS]
FBgn0250786,Chd1,HGNC:1917,OMIM:602119,CHD2,13,615369,615369[DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 94; DEE94]
FBgn0250788,beta-Spec,HGNC:11274,OMIM:182870,SPTB,11,"616,649,617,948","616649[SPHEROCYTOSIS, TYPE 2; SPH2],617948[ELLIPTOCYTOSIS 3; EL3]"
FBgn0250788,beta-Spec,HGNC:15680,OMIM:605916,SPTBN5,3,,
FBgn0250788,beta-Spec,HGNC:14896,OMIM:606214,SPTBN4,8,617519,"617519[NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, NEUROPATHY, AND DEAFNESS; NEDHND]"
FBgn0250788,beta-Spec,HGNC:11276,OMIM:604985,SPTBN2,12,"600,224,615,386","600224[SPINOCEREBELLAR ATAXIA 5; SCA5],615386[SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 14; SCAR14]"
FBgn0250788,beta-Spec,HGNC:11275,OMIM:182790,SPTBN1,15,,
FBgn0250789,alpha-Spec,HGNC:11272,OMIM:182860,SPTA1,8,"130,600,266,140,270,000","130600[ELLIPTOCYTOSIS 2; EL2],266140[PYROPOIKILOCYTOSIS, HEREDITARY; HPP],270970[SPHEROCYTOSIS, TYPE 3; SPH3]"
FBgn0250789,alpha-Spec,HGNC:11273,OMIM:182810,SPTAN1,15,613477,613477[DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 5; DEE5]
FBgn0250814,UQCR-C2,HGNC:12586,OMIM:191329,UQCRC2,14,615160,"615160[MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 5; MC3DN5]"
FBgn0250816,AGO3,HGNC:17644,OMIM:610312,PIWIL2,10,,
FBgn0250816,AGO3,HGNC:9007,OMIM:605571,PIWIL1,9,,
FBgn0250816,AGO3,HGNC:18443,OMIM:610314,PIWIL3,6,,
FBgn0250816,AGO3,HGNC:18444,OMIM:610315,PIWIL4,5,,
FBgn0250821,CG14644,HGNC:13394,OMIM:604766,NPHS2,4,600995,"600995[NEPHROTIC SYNDROME, TYPE 2; NPHS2]"
FBgn0250821,CG14644,HGNC:3383,OMIM:133090,STOM,4,,
FBgn0250821,CG14644,HGNC:19420,OMIM:608327,STOML3,4,,
FBgn0250823,gish,HGNC:2456,OMIM:604253,CSNK1G3,13,,
FBgn0250823,gish,HGNC:2454,OMIM:606274,CSNK1G1,12,,
FBgn0250823,gish,HGNC:2455,OMIM:602214,CSNK1G2,14,,
FBgn0250843,Prosalpha6,HGNC:9530,OMIM:602854,PSMA1,13,,
FBgn0250847,CG14034,HGNC:9155,OMIM:246600,PNLIP,3,614338,614338[PANCREATIC LIPASE DEFICIENCY; PNLIPD]
FBgn0250847,CG14034,HGNC:9156,OMIM:604422,PNLIPRP1,3,,
FBgn0250847,CG14034,HGNC:23492,,PNLIPRP3,3,,
FBgn0250847,CG14034,HGNC:18821,OMIM:609252,LIPI,3,,
FBgn0250848,26-29-p,HGNC:2538,OMIM:603308,CTSV,3,,
FBgn0250848,26-29-p,HGNC:2537,OMIM:116880,CTSL,3,,
FBgn0250848,26-29-p,HGNC:2531,OMIM:603539,CTSF,3,615362,"615362[CEROID LIPOFUSCINOSIS, NEURONAL, 13 (KUFS TYPE); CLN13]"
FBgn0250906,Pgk,HGNC:8898,OMIM:172270,PGK2,12,,
FBgn0250906,Pgk,HGNC:8896,OMIM:311800,PGK1,14,300653,300653[PHOSPHOGLYCERATE KINASE 1 DEFICIENCY]
FBgn0259108,futsch,HGNC:15715,OMIM:607573,MAP1S,6,,
FBgn0259108,futsch,HGNC:6836,OMIM:157129,MAP1B,8,618918,618918[PERIVENTRICULAR NODULAR HETEROTOPIA 9; PVNH9]
FBgn0259108,futsch,HGNC:6835,OMIM:600178,MAP1A,8,,
FBgn0259110,mmd,HGNC:216,OMIM:602713,ADAM9,6,612775,612775[CONE-ROD DYSTROPHY 9; CORD9]
FBgn0259110,mmd,HGNC:190,OMIM:602714,ADAM12,5,,
FBgn0259110,mmd,HGNC:15478,OMIM:607114,ADAM33,4,,
FBgn0259110,mmd,HGNC:197,OMIM:603640,ADAM19,4,,
FBgn0259110,mmd,HGNC:193,OMIM:605548,ADAM15,4,,
FBgn0259110,mmd,HGNC:202,OMIM:603710,ADAM23,8,,
FBgn0259110,mmd,HGNC:198,OMIM:601533,ADAM2,5,,
FBgn0259110,mmd,HGNC:200,OMIM:603713,ADAM21,5,,
FBgn0259110,mmd,HGNC:199,OMIM:603712,ADAM20,5,,
FBgn0259110,mmd,HGNC:207,OMIM:604778,ADAM29,4,,
FBgn0259110,mmd,HGNC:215,OMIM:602267,ADAM8,3,,
FBgn0259110,mmd,HGNC:189,OMIM:155120,ADAM11,9,,
FBgn0259110,mmd,HGNC:214,OMIM:607310,ADAM7,4,,
FBgn0259110,mmd,HGNC:206,OMIM:606188,ADAM28,5,,
FBgn0259110,mmd,HGNC:208,OMIM:604779,ADAM30,5,,
FBgn0259110,mmd,HGNC:16299,OMIM:606393,ADAMDEC1,4,,
FBgn0259110,mmd,HGNC:201,OMIM:603709,ADAM22,7,617933,617933[DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 61; DEE61]
FBgn0259110,mmd,HGNC:196,,ADAM18,5,,
FBgn0259110,mmd,HGNC:15479,OMIM:618602,ADAM32,5,,
FBgn0259140,CG42255,HGNC:2548,OMIM:602997,CUBN,9,"261,100,618,884","261100[IMERSLUND-GRASBECK SYNDROME 1; IGS1],618884[PROTEINURIA, CHRONIC BENIGN; PROCHOB]"
FBgn0259145,CG42260,HGNC:2152,OMIM:609472,CNGA4,3,,
FBgn0259145,CG42260,HGNC:2150,OMIM:600053,CNGA3,3,216900,216900[ACHROMATOPSIA 2; ACHM2]
FBgn0259145,CG42260,HGNC:2149,OMIM:300338,CNGA2,4,,
FBgn0259145,CG42260,HGNC:2148,OMIM:123825,CNGA1,3,613756,613756[RETINITIS PIGMENTOSA 49; RP49]
FBgn0259171,Pde9,HGNC:8781,OMIM:600127,PDE4B,3,,
FBgn0259171,Pde9,HGNC:8795,OMIM:602973,PDE9A,6,,
FBgn0259171,Pde9,HGNC:8783,OMIM:600129,PDE4D,3,614613,614613[ACRODYSOSTOSIS 2 WITH OR WITHOUT HORMONE RESISTANCE; ACRDYS2]
FBgn0259171,Pde9,HGNC:8773,OMIM:604961,PDE11A,3,610475,"610475[PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 2; PPNAD2]"
FBgn0259171,Pde9,HGNC:8780,OMIM:600126,PDE4A,3,,
FBgn0259171,Pde9,HGNC:8782,OMIM:600128,PDE4C,3,,
FBgn0259176,bun,HGNC:3051,OMIM:300506,TSC22D3,5,,
FBgn0259176,bun,HGNC:16826,OMIM:607715,TSC22D1,10,,
FBgn0259176,bun,HGNC:29095,OMIM:617724,TSC22D2,7,,
FBgn0259176,bun,HGNC:21696,OMIM:611914,TSC22D4,5,,
FBgn0259200,CG42304,HGNC:16160,OMIM:611388,DNTTIP1,10,,
FBgn0259209,Mlp60A,HGNC:2469,OMIM:123876,CSRP1,7,,
FBgn0259209,Mlp60A,HGNC:2472,OMIM:600824,CSRP3,8,"607,482,612,124","607482[CARDIOMYOPATHY, DILATED, 1M; CMD1M],612124[CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 12; CMH12]"
FBgn0259209,Mlp60A,HGNC:2360,OMIM:123875,CRIP1,3,,
FBgn0259209,Mlp60A,HGNC:2470,OMIM:601871,CSRP2,6,,
FBgn0259212,cno,HGNC:7137,OMIM:159559,AFDN,11,,
FBgn0259214,PMCA,HGNC:814,OMIM:108731,ATP2B1,12,,
FBgn0259214,PMCA,HGNC:815,OMIM:108733,ATP2B2,12,601386,"601386[DEAFNESS, AUTOSOMAL RECESSIVE 12; DFNB12]"
FBgn0259214,PMCA,HGNC:817,OMIM:108732,ATP2B4,13,,
FBgn0259214,PMCA,HGNC:816,OMIM:300014,ATP2B3,13,302500,"302500[SPINOCEREBELLAR ATAXIA, X-LINKED 1; SCAX1]"
FBgn0259222,CG42322,HGNC:23616,,SLC35F3,12,,
FBgn0259222,CG42322,HGNC:19845,,SLC35F4,11,,
FBgn0259227,CG42327,HGNC:9659,OMIM:176889,PTPN7,3,,
FBgn0259227,CG42327,HGNC:9680,OMIM:602853,PTPRR,3,,
FBgn0259227,CG42327,HGNC:9657,OMIM:176879,PTPN5,3,,
FBgn0259243,Pka-R1,HGNC:9391,OMIM:176910,PRKAR2A,5,,
FBgn0259243,Pka-R1,HGNC:9388,OMIM:188830,PRKAR1A,14,"101,800,160,980,255,000,000,000","101800[ACRODYSOSTOSIS 1 WITH OR WITHOUT HORMONE RESISTANCE; ACRDYS1],160980[CARNEY COMPLEX, TYPE 1; CNC1],255960[MYXOMA, INTRACARDIAC],610489[PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 1; PPNAD1]"
FBgn0259243,Pka-R1,HGNC:9390,OMIM:176911,PRKAR1B,14,,
FBgn0259243,Pka-R1,HGNC:9392,OMIM:176912,PRKAR2B,5,,
FBgn0259246,brp,HGNC:17072,OMIM:607127,ERC1,6,,
FBgn0259246,brp,HGNC:31922,OMIM:617250,ERC2,7,,
FBgn0259482,Mob3,HGNC:29802,,MOB3A,13,,
FBgn0259482,Mob3,HGNC:23825,OMIM:617652,MOB3B,13,,
FBgn0259482,Mob3,HGNC:29800,,MOB3C,12,,
FBgn0259482,Mob3,HGNC:16015,OMIM:609281,MOB1A,5,,
FBgn0259482,Mob3,HGNC:29801,OMIM:609282,MOB1B,5,,
FBgn0259734,Nost,HGNC:20203,OMIM:607496,NOSTRIN,9,,
FBgn0259735,mtgo,HGNC:20296,OMIM:615794,FNDC3A,12,,
FBgn0259735,mtgo,HGNC:24670,OMIM:611909,FNDC3B,9,,
FBgn0259794,sinah,HGNC:10857,OMIM:602212,SIAH1,4,619314,619314[BURATTI-HAREL SYNDROME; BURHAS]
FBgn0259794,sinah,HGNC:10858,OMIM:602213,SIAH2,4,,
FBgn0259794,sinah,HGNC:30553,OMIM:615609,SIAH3,4,,
FBgn0259795,loopin-1,HGNC:18449,OMIM:170250,LAP3,9,,
FBgn0259818,CG42399,HGNC:19959,OMIM:617618,TOGARAM1,6,619185,619185[JOUBERT SYNDROME 37; JBTS37]
FBgn0259818,CG42399,HGNC:33715,,TOGARAM2,5,,
FBgn0259876,Cap-G,HGNC:24304,OMIM:606280,NCAPG,12,,
FBgn0259927,CG42450,HGNC:10002,OMIM:603894,RGS6,3,,
FBgn0259927,CG42450,HGNC:10004,OMIM:604067,RGS9,7,608415,608415[PROLONGED ELECTRORETINAL RESPONSE SUPPRESSION; PERRS]
FBgn0259927,CG42450,HGNC:9993,OMIM:603895,RGS11,6,,
FBgn0259927,CG42450,HGNC:10003,OMIM:602517,RGS7,3,,
FBgn0259938,cwo,HGNC:4881,OMIM:604674,HEY2,3,,
FBgn0259938,cwo,HGNC:4880,OMIM:602953,HEY1,3,,
FBgn0259938,cwo,HGNC:4882,OMIM:609034,HEYL,3,,
FBgn0259938,cwo,HGNC:33783,OMIM:617546,HELT,3,,
FBgn0259977,Tdc1,HGNC:4855,OMIM:142704,HDC,3,137580,137580[GILLES DE LA TOURETTE SYNDROME; GTS]
FBgn0259977,Tdc1,HGNC:2719,OMIM:107930,DDC,5,608643,608643[AROMATIC L-AMINO ACID DECARBOXYLASE DEFICIENCY; AADCD]
FBgn0259986,nab,HGNC:7627,OMIM:602381,NAB2,11,,
FBgn0259986,nab,HGNC:7626,OMIM:600800,NAB1,11,,
FBgn0260003,Dys,HGNC:2928,OMIM:300377,DMD,11,"300,376,302,045,310,000","300376[MUSCULAR DYSTROPHY, BECKER TYPE; BMD],302045[CARDIOMYOPATHY, DILATED, 3B; CMD3B],310200[MUSCULAR DYSTROPHY, DUCHENNE TYPE; DMD]"
FBgn0260003,Dys,HGNC:12635,OMIM:128240,UTRN,9,,
FBgn0260003,Dys,HGNC:3032,OMIM:300052,DRP2,5,,
FBgn0260397,Su(var)3-3,HGNC:29079,OMIM:609132,KDM1A,14,616728,"616728[CLEFT PALATE, PSYCHOMOTOR RETARDATION, AND DISTINCTIVE FACIAL FEATURES; CPRF]"
FBgn0260397,Su(var)3-3,HGNC:21577,OMIM:613081,KDM1B,3,,
FBgn0260486,Ziz,HGNC:19190,OMIM:615730,DOCK7,3,615859,615859[DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 23; DEE23]
FBgn0260486,Ziz,HGNC:14132,OMIM:607325,DOCK9,12,,
FBgn0260486,Ziz,HGNC:23479,OMIM:611518,DOCK10,11,,
FBgn0260486,Ziz,HGNC:23483,OMIM:300681,DOCK11,11,,
FBgn0260486,Ziz,HGNC:19191,OMIM:611432,DOCK8,3,243700,"243700[HYPER-IgE RECURRENT INFECTION SYNDROME 2, AUTOSOMAL RECESSIVE; HIES2]"
FBgn0260634,eIF4G2,HGNC:3298,OMIM:603929,EIF4G3,6,,
FBgn0260634,eIF4G2,HGNC:3296,OMIM:600495,EIF4G1,6,614251,"614251[PARKINSON DISEASE 18, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO; PARK18]"
FBgn0260743,GC1,HGNC:10988,OMIM:609303,SLC25A18,11,,
FBgn0260743,GC1,HGNC:19954,OMIM:609302,SLC25A22,14,609304,609304[DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 3; DEE3]
FBgn0260745,mfas,HGNC:11771,OMIM:601692,TGFBI,14,"121,820,121,900,122,000,000,000,000,000,000,000,000,000","121820[CORNEAL DYSTROPHY, EPITHELIAL BASEMENT MEMBRANE; EBMD],121900[CORNEAL DYSTROPHY, GROENOUW TYPE I; CDGG1],122200[CORNEAL DYSTROPHY, LATTICE TYPE I; CDL1],602082[CORNEAL DYSTROPHY, THIEL-BEHNKE TYPE; CDTB],607541[CORNEAL DYSTROPHY, AVELLINO TYPE; CDA],608470[CORNEAL DYSTROPHY, REIS-BUCKLERS TYPE; CDRB],608471[CORNEAL DYSTROPHY, LATTICE TYPE IIIA; CDL3A]"
FBgn0260745,mfas,HGNC:16953,OMIM:608777,POSTN,10,,
FBgn0260766,CG42564,HGNC:28392,OMIM:610395,GLIPR1L1,3,,
FBgn0260794,ctrip,HGNC:20157,OMIM:618649,HECTD1,3,,
FBgn0260794,ctrip,HGNC:12306,OMIM:604506,TRIP12,10,617752,617752[CLARK-BARAITSER SYNDROME; CLABARS]
FBgn0260855,Sec22,HGNC:10700,OMIM:604029,SEC22B,12,,
FBgn0260933,rempA,HGNC:29077,OMIM:614620,IFT140,14,"266,920,617,781","266920[SHORT-RIB THORACIC DYSPLASIA 9 WITH OR WITHOUT POLYDACTYLY; SRTD9],617781[RETINITIS PIGMENTOSA 80; RP80]"
FBgn0260934,par-1,HGNC:13538,OMIM:606495,MARK4,8,,
FBgn0260934,par-1,HGNC:6896,OMIM:606511,MARK1,10,,
FBgn0260934,par-1,HGNC:3332,OMIM:600526,MARK2,9,,
FBgn0260934,par-1,HGNC:6897,OMIM:602678,MARK3,12,618283,618283[VISUAL IMPAIRMENT AND PROGRESSIVE PHTHISIS BULBI; VIPB]
FBgn0260938,tay,HGNC:14262,OMIM:607270,AUTS2,4,615834,"615834[MENTAL RETARDATION, AUTOSOMAL DOMINANT 26; MRD26]"
FBgn0260938,tay,HGNC:29308,,FBRSL1,3,,
FBgn0260943,Rbp6,HGNC:7330,OMIM:603328,MSI1,11,,
FBgn0260943,Rbp6,HGNC:2683,OMIM:607430,DAZAP1,3,,
FBgn0260943,Rbp6,HGNC:18585,OMIM:607897,MSI2,13,,
FBgn0260959,MCPH1,HGNC:6954,OMIM:607117,MCPH1,10,251200,"251200[MICROCEPHALY 1, PRIMARY, AUTOSOMAL RECESSIVE; MCPH1]"
FBgn0260960,Baldspot,HGNC:15829,OMIM:611546,ELOVL6,15,,
FBgn0260960,Baldspot,HGNC:18047,OMIM:611815,ELOVL3,9,,
FBgn0260965,CG42588,HGNC:4665,OMIM:604883,GTF3C2,3,,
FBgn0261016,clos,HGNC:1268,OMIM:612920,TSPEAR,6,"614,861,618,180","614861[DEAFNESS, AUTOSOMAL RECESSIVE 98; DFNB98],618180[ECTODERMAL DYSPLASIA 14, HAIR/TOOTH TYPE WITH OR WITHOUT HYPOHIDROSIS; ECTD14]"
FBgn0261046,Dscam3,HGNC:3039,OMIM:602523,DSCAM,9,,
FBgn0261046,Dscam3,HGNC:14656,OMIM:611782,DSCAML1,9,,
FBgn0261049,Vps45,HGNC:14579,OMIM:610035,VPS45,14,615285,"615285[NEUTROPENIA, SEVERE CONGENITAL, 5, AUTOSOMAL RECESSIVE; SCN5]"
FBgn0261064,Rbsn-5,HGNC:20759,OMIM:609511,RBSN,12,,
FBgn0261239,Hr39,HGNC:7985,OMIM:602778,NR6A1,3,,
FBgn0261243,Psa,HGNC:500,OMIM:151530,ANPEP,3,,
FBgn0261243,Psa,HGNC:18173,OMIM:606832,ERAP1,4,,
FBgn0261243,Psa,HGNC:26904,OMIM:610046,LVRN,3,,
FBgn0261243,Psa,HGNC:7900,OMIM:606793,NPEPPS,15,,
FBgn0261243,Psa,HGNC:29499,OMIM:609497,ERAP2,4,,
FBgn0261243,Psa,HGNC:6656,OMIM:151300,LNPEP,4,,
FBgn0261243,Psa,HGNC:0,,LOC440434,3,,
FBgn0261258,rgn,HGNC:9951,OMIM:167770,REG1A,3,,
FBgn0261260,mgl,HGNC:6694,OMIM:600073,LRP2,11,222448,222448[DONNAI-BARROW SYNDROME]
FBgn0261260,mgl,HGNC:6692,OMIM:107770,LRP1,4,604093,604093[KERATOSIS PILARIS ATROPHICANS; KPA]
FBgn0261260,mgl,HGNC:6693,OMIM:608766,LRP1B,5,,
FBgn0261268,Cul3,HGNC:2555,OMIM:300304,CUL4B,3,300354,"300354[MENTAL RETARDATION, X-LINKED, SYNDROMIC, CABEZAS TYPE; MRXSC]"
FBgn0261268,Cul3,HGNC:2553,OMIM:603136,CUL3,13,"614,496,619,239","614496[PSEUDOHYPOALDOSTERONISM, TYPE IIE; PHA2E],619239[NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT AUTISM OR SEIZURES; NEDAUS]"
FBgn0261268,Cul3,HGNC:2554,OMIM:603137,CUL4A,3,,
FBgn0261279,lqfR,HGNC:23186,OMIM:607265,CLINT1,9,,
FBgn0261279,lqfR,HGNC:29099,OMIM:611140,TELO2,5,616954,616954[YOU-HOOVER-FONG SYNDROME; YHFS]
FBgn0261385,scra,HGNC:14082,OMIM:616027,ANLN,10,616032,616032[FOCAL SEGMENTAL GLOMERULOSCLEROSIS 8; FSGS8]
FBgn0261394,Prosalpha3,HGNC:9533,OMIM:176846,PSMA4,15,,
FBgn0261396,Rpn3,HGNC:9560,OMIM:617676,PSMD3,12,,
FBgn0261439,SdhA,HGNC:10680,OMIM:600857,SDHA,15,"252,011,613,642,614,000,000,000","252011[MITOCHONDRIAL COMPLEX II DEFICIENCY, NUCLEAR TYPE 1; MC2DN1],613642[CARDIOMYOPATHY, DILATED, 1GG; CMD1GG],614165[PARAGANGLIOMAS 5; PGL5],619259[NEURODEGENERATION WITH ATAXIA AND LATE-ONSET OPTIC ATROPHY; NDAXOA]"
FBgn0261458,capt,HGNC:20039,OMIM:618385,CAP2,12,,
FBgn0261458,capt,HGNC:20040,OMIM:617801,CAP1,14,,
FBgn0261532,cdm,HGNC:16853,OMIM:610411,IPO13,14,,
FBgn0261549,rdgA,HGNC:2857,OMIM:601441,DGKZ,14,,
FBgn0261549,rdgA,HGNC:2855,OMIM:604072,DGKI,12,,
FBgn0261550,CG42668,HGNC:16386,OMIM:606737,OSBPL9,3,,
FBgn0261550,CG42668,HGNC:16397,OMIM:606739,OSBPL11,3,,
FBgn0261550,CG42668,HGNC:16392,OMIM:606733,OSBPL5,12,,
FBgn0261550,CG42668,HGNC:16396,OMIM:606736,OSBPL8,12,,
FBgn0261561,CG42675,HGNC:24277,,ZC2HC1A,5,,
FBgn0261561,CG42675,HGNC:21174,,ZC2HC1B,4,,
FBgn0261565,Lmpt,HGNC:3703,OMIM:602633,FHL2,3,,
FBgn0261570,raskol,HGNC:11497,OMIM:603384,SYNGAP1,9,612621,"612621[MENTAL RETARDATION, AUTOSOMAL DOMINANT 5; MRD5]"
FBgn0261570,raskol,HGNC:9874,OMIM:606136,RASAL2,10,,
FBgn0261570,raskol,HGNC:26129,OMIM:616561,RASAL3,6,,
FBgn0261570,raskol,HGNC:17294,OMIM:609205,DAB2IP,10,,
FBgn0261573,CoRest,HGNC:17441,OMIM:607675,RCOR1,11,,
FBgn0261573,CoRest,HGNC:27455,OMIM:616019,RCOR2,11,,
FBgn0261573,CoRest,HGNC:25594,,RCOR3,10,,
FBgn0261574,kug,HGNC:3595,OMIM:600976,FAT1,12,,
FBgn0261574,kug,HGNC:23112,OMIM:612483,FAT3,13,,
FBgn0261574,kug,HGNC:3596,OMIM:604269,FAT2,11,617769,617769[SPINOCEREBELLAR ATAXIA 45; SCA45]
FBgn0261575,tobi,HGNC:19918,OMIM:618255,MYORG,14,618317,"618317[BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 7, AUTOSOMAL RECESSIVE; IBGC7]"
FBgn0261592,RpS6,HGNC:10429,OMIM:180460,RPS6,14,,
